,dt,o,h,l,c
10250,2020-08-01 13:00:00,11669.99999999,11669.99999999,11555.46918351,11578.44263413
10251,2020-08-01 13:30:00,11577.28615738,11586.572,11492.1766,11528.67307723
10252,2020-08-01 14:00:00,11529.5329,11561.36640757,11509.0,11512.05868521
10253,2020-08-01 14:30:00,11508.9962002,11598.0,11505.50642558,11598.0
10254,2020-08-01 15:00:00,11597.99999999,11621.09204576,11580.66088619,11585.76268103
10255,2020-08-01 15:30:00,11583.6015121,11628.63089999,11578.76079181,11628.63089999
10256,2020-08-01 16:00:00,11628.63089999,11663.11730232,11610.06955,11658.70028696
10257,2020-08-01 16:30:00,11656.8174371,11681.19241621,11627.8417638,11630.00000001
10258,2020-08-01 17:00:00,11630.0,11713.25770776,11630.0,11699.98161648
10259,2020-08-01 17:30:00,11699.98161647,11729.0,11683.13237955,11728.99999999
10260,2020-08-01 18:00:00,11728.99999999,11728.99999999,11617.33454231,11627.20620072
10261,2020-08-01 18:30:00,11629.12642198,11667.10021557,11563.75181087,11663.02486643
10262,2020-08-01 19:00:00,11663.02486643,11774.0,11656.31989851,11761.73437967
10263,2020-08-01 19:30:00,11771.55909999,11849.69267478,11729.3640724,11772.70183652
10264,2020-08-01 20:00:00,11765.73216744,11820.56717317,11671.14510394,11807.77301577
10265,2020-08-01 20:30:00,11804.95239452,11841.9278,11771.31220003,11818.06131452
10266,2020-08-01 21:00:00,11822.0,11849.98092477,11774.56471093,11789.27367886
10267,2020-08-01 21:30:00,11786.08138773,11822.27139996,11740.05125362,11755.71640091
10268,2020-08-01 22:00:00,11751.97989464,11773.38567219,11704.99999992,11731.2451748
10269,2020-08-01 22:30:00,11735.86063773,11784.74441974,11732.41157743,11782.42182879
10270,2020-08-01 23:00:00,11774.02097898,11779.89593441,11739.74158498,11757.7171793
10271,2020-08-01 23:30:00,11758.55449068,11817.30489289,11758.55449068,11805.55660019
10272,2020-08-02 00:00:00,11799.80071396,11853.18629085,11760.1462,11803.43289454
10273,2020-08-02 00:30:00,11802.64365547,11806.0436941,11744.41297614,11782.67391484
10274,2020-08-02 01:00:00,11779.55822606,11845.71657399,11779.55822606,11817.59023732
10275,2020-08-02 01:30:00,11824.00318665,11942.30303304,11810.78193503,11942.30289998
10276,2020-08-02 02:00:00,11942.30289999,11950.84672297,11900.09556121,11916.40420874
10277,2020-08-02 02:30:00,11916.75882112,11944.0,11896.13500003,11931.49799586
10278,2020-08-02 03:00:00,11921.64810083,11942.92881154,11870.35000001,11927.73605835
10279,2020-08-02 03:30:00,11927.73605835,11997.24461866,11915.29367751,11996.5899554
10280,2020-08-02 04:00:00,11997.2069493,12100.35457001,11890.93703956,11912.24292321
10281,2020-08-02 04:30:00,11912.2429232,11949.10310683,10500.0,11177.23119999
10282,2020-08-02 05:00:00,11176.80485783,11407.26730156,11122.07983337,11249.30060186
10283,2020-08-02 05:30:00,11249.23483629,11351.87425923,11216.06240416,11256.99663319
10284,2020-08-02 06:00:00,11253.47190346,11316.4,11211.00005,11304.27514071
10285,2020-08-02 06:30:00,11305.00365058,11314.40288048,11254.79124797,11292.97671432
10286,2020-08-02 07:00:00,11292.97671433,11367.94973061,11260.3660438,11356.85401439
10287,2020-08-02 07:30:00,11363.53739966,11368.24969482,11322.34022345,11334.18560001
10288,2020-08-02 08:00:00,11330.33966887,11337.0,11284.5663,11295.64349524
10289,2020-08-02 08:30:00,11295.07391302,11320.9417352,11265.55370002,11277.6284989
10290,2020-08-02 09:00:00,11279.43051904,11300.0,11234.10190001,11293.99126902
10291,2020-08-02 09:30:00,11297.73330638,11311.63339999,11280.22530188,11306.401469
10292,2020-08-02 10:00:00,11304.90814169,11315.83134191,11250.0,11250.0
10293,2020-08-02 10:30:00,11247.903257,11270.02995129,11125.10000005,11249.24545523
10294,2020-08-02 11:00:00,11249.24545522,11266.41642825,11052.96650001,11136.9205
10295,2020-08-02 11:30:00,11137.39111928,11165.72377407,10949.56426006,11103.9794
10296,2020-08-02 12:00:00,11104.41507649,11168.47267507,11034.9708,11072.25991469
10297,2020-08-02 12:30:00,11076.31831625,11112.94812667,10961.877,10989.67379999
10298,2020-08-02 13:00:00,10987.33690317,11104.13507323,10981.26918725,11075.75483771
10299,2020-08-02 13:30:00,11091.08961516,11127.2314258,11069.77563408,11112.23555262
10300,2020-08-02 14:00:00,11109.12056624,11137.43479999,11059.48421665,11137.43479999
10301,2020-08-02 14:30:00,11136.31258891,11178.31844986,11105.83250001,11134.54336809
10302,2020-08-02 15:00:00,11135.5879157,11150.11492915,11113.45690336,11143.44285367
10303,2020-08-02 15:30:00,11144.0,11148.28841287,11076.99742962,11086.90994283
10304,2020-08-02 16:00:00,11083.95746149,11160.46384886,11068.22700002,11150.94284217
10305,2020-08-02 16:30:00,11150.94284218,11206.60304897,11138.81085528,11198.57154322
10306,2020-08-02 17:00:00,11203.06450506,11248.23279632,11167.45080002,11235.60083756
10307,2020-08-02 17:30:00,11232.43948177,11277.92347453,11212.05344003,11266.32281168
10308,2020-08-02 18:00:00,11260.36305442,11263.38849986,11230.14671657,11245.47123811
10309,2020-08-02 18:30:00,11245.47123811,11266.63717095,11200.6215,11230.97927543
10310,2020-08-02 19:00:00,11226.71133124,11259.89325593,11206.23165584,11230.09342101
10311,2020-08-02 19:30:00,11230.09342101,11230.09342101,11124.0,11202.29787792
10312,2020-08-02 20:00:00,11204.74346431,11218.9627008,11123.46448091,11139.99999999
10313,2020-08-02 20:30:00,11135.4353566,11155.21671222,11087.27461085,11095.74850001
10314,2020-08-02 21:00:00,11091.47630003,11155.67370013,11091.47630003,11125.99999999
10315,2020-08-02 21:30:00,11125.06197899,11144.30372723,11007.20929999,11131.20854367
10316,2020-08-02 22:00:00,11132.54122187,11183.45,11132.54122187,11169.12368325
10317,2020-08-02 22:30:00,11172.58572181,11172.58572181,11106.68501633,11120.05697363
10318,2020-08-02 23:00:00,11120.05697364,11138.9895051,11082.443463,11121.02410025
10319,2020-08-02 23:30:00,11121.23212293,11130.7488505,11035.16720001,11068.99737026
10320,2020-08-03 00:00:00,11076.25579052,11094.57,10943.7609,11073.54586713
10321,2020-08-03 00:30:00,11085.31904579,11143.10111061,11085.31904579,11130.69999999
10322,2020-08-03 01:00:00,11132.64240127,11171.95346336,11129.48659859,11150.57708324
10323,2020-08-03 01:30:00,11155.5254493,11158.26710258,11114.2,11114.2
10324,2020-08-03 02:00:00,11115.01638762,11184.0,11115.01638761,11170.24168426
10325,2020-08-03 02:30:00,11168.93857618,11204.0,11162.92824166,11176.33423354
10326,2020-08-03 03:00:00,11176.33423354,11193.63814783,11166.91300004,11170.91877154
10327,2020-08-03 03:30:00,11173.03255745,11182.32915611,11120.70164671,11135.69501744
10328,2020-08-03 04:00:00,11135.25762825,11166.11291548,11134.05674396,11156.93263185
10329,2020-08-03 04:30:00,11156.93263185,11180.7498183,11156.93263185,11172.34364648
10330,2020-08-03 05:00:00,11176.27841144,11185.03853848,11129.88912792,11158.261232
10331,2020-08-03 05:30:00,11158.80081004,11198.13253643,11158.80081004,11198.13253643
10332,2020-08-03 06:00:00,11198.13253643,11204.44846852,11187.24066594,11193.41960512
10333,2020-08-03 06:30:00,11204.53999999,11242.21382699,11174.36919903,11192.81120752
10334,2020-08-03 07:00:00,11192.81120752,11232.21085002,11186.88950889,11232.21085001
10335,2020-08-03 07:30:00,11232.21085001,11232.21085001,11195.81966612,11199.95222164
10336,2020-08-03 08:00:00,11199.95222164,11237.0,11175.90076743,11217.00732521
10337,2020-08-03 08:30:00,11220.54148612,11231.82948679,11196.60000001,11196.78795607
10338,2020-08-03 09:00:00,11196.78795606,11216.03538657,11157.0,11168.7291831
10339,2020-08-03 09:30:00,11165.09372286,11188.08624538,11128.47703654,11128.47703654
10340,2020-08-03 10:00:00,11127.6731966,11176.77692142,11127.6731966,11176.77692142
10341,2020-08-03 10:30:00,11176.77692142,11204.09973679,11168.55486654,11199.37137939
10342,2020-08-03 11:00:00,11199.37137939,11222.99305717,11180.21412133,11219.35658835
10343,2020-08-03 11:30:00,11219.46081104,11239.96461979,11206.29889445,11231.04728998
10344,2020-08-03 12:00:00,11231.04728997,11231.04728998,11196.97089213,11203.59705802
10345,2020-08-03 12:30:00,11203.78197549,11244.71503092,11203.78197548,11223.56096854
10346,2020-08-03 13:00:00,11223.56096853,11256.31593169,11218.52680001,11256.31593169
10347,2020-08-03 13:30:00,11258.70432077,11295.68354464,11248.53175339,11280.0
10348,2020-08-03 14:00:00,11278.0,11324.55646096,11262.28005727,11314.74491475
10349,2020-08-03 14:30:00,11314.74491476,11339.433067,11279.29037626,11293.53742869
10350,2020-08-03 15:00:00,11296.36488791,11376.0,11296.36488791,11357.336442
10351,2020-08-03 15:30:00,11360.21140104,11382.90656312,11326.10448036,11378.27558378
10352,2020-08-03 16:00:00,11383.61497685,11467.0,11383.61497685,11432.87147323
10353,2020-08-03 16:30:00,11430.49911572,11456.2954593,11328.44443238,11348.89490886
10354,2020-08-03 17:00:00,11349.5566,11400.02536234,11335.74870753,11389.73669858
10355,2020-08-03 17:30:00,11389.73669858,11429.71790739,11383.46203233,11423.22876425
10356,2020-08-03 18:00:00,11418.78475763,11430.27231944,11375.54040744,11384.41596546
10357,2020-08-03 18:30:00,11391.78639304,11411.70242055,11371.11223317,11411.33049181
10358,2020-08-03 19:00:00,11411.90117127,11415.84697546,11350.00000001,11366.08252172
10359,2020-08-03 19:30:00,11366.08252172,11407.99999999,11353.24876107,11402.39745449
10360,2020-08-03 20:00:00,11399.66790073,11411.8193883,11380.97106386,11380.97106387
10361,2020-08-03 20:30:00,11380.97106386,11380.97106386,11354.02543452,11369.12580298
10362,2020-08-03 21:00:00,11369.12580299,11403.84550982,11269.77971594,11332.21459687
10363,2020-08-03 21:30:00,11336.7073817,11362.09905725,11158.08256763,11201.4542
10364,2020-08-03 22:00:00,11202.54224228,11287.50579999,11178.38090002,11281.76928633
10365,2020-08-03 22:30:00,11285.90920328,11285.90920328,11179.99999999,11213.3730428
10366,2020-08-03 23:00:00,11212.64722143,11234.26139999,11142.95147474,11234.26139999
10367,2020-08-03 23:30:00,11233.13807127,11243.29999999,11220.26536374,11223.0
10368,2020-08-04 00:00:00,11223.0,11361.00045354,11223.0,11356.45696731
10369,2020-08-04 00:30:00,11353.71625285,11408.5077607,11347.80103915,11362.6230069
10370,2020-08-04 01:00:00,11362.62300689,11366.61341506,11334.98073708,11340.81360562
10371,2020-08-04 01:30:00,11343.0,11376.2893,11320.27621344,11322.33868666
10372,2020-08-04 02:00:00,11321.12360653,11350.80923818,11309.86791386,11350.77791482
10373,2020-08-04 02:30:00,11355.149595,11355.54599993,11268.95222484,11279.41645529
10374,2020-08-04 03:00:00,11279.4164553,11310.35028616,11249.32610535,11258.62217894
10375,2020-08-04 03:30:00,11258.62217893,11273.04823302,11221.39671689,11259.97400304
10376,2020-08-04 04:00:00,11257.95944,11302.52619348,11251.07031327,11269.7058039
10377,2020-08-04 04:30:00,11269.7058039,11308.68871387,11233.49671282,11308.68871386
10378,2020-08-04 05:00:00,11308.68871386,11321.16369069,11270.19832829,11271.4
10379,2020-08-04 05:30:00,11270.83644643,11295.05152165,11253.8840752,11275.5310303
10380,2020-08-04 06:00:00,11275.53103031,11275.53103082,11200.0,11247.5763433
10381,2020-08-04 06:30:00,11247.57634331,11261.39193393,11243.18988107,11245.20665401
10382,2020-08-04 07:00:00,11246.24528659,11288.72161164,11238.67557227,11288.72161164
10383,2020-08-04 07:30:00,11286.4940762,11304.83474648,11283.65076047,11291.49999998
10384,2020-08-04 08:00:00,11289.09923801,11312.39992728,11270.42707196,11304.71299058
10385,2020-08-04 08:30:00,11304.82777286,11304.82777286,11243.70000249,11243.70000249
10386,2020-08-04 09:00:00,11243.70000248,11264.87183682,11234.55136451,11263.87868147
10387,2020-08-04 09:30:00,11264.54190274,11266.02126639,11230.46589679,11249.55563604
10388,2020-08-04 10:00:00,11249.55563602,11284.06413861,11211.30000002,11275.9399782
10389,2020-08-04 10:30:00,11275.93997819,11298.2815688,11215.90967967,11215.90967968
10390,2020-08-04 11:00:00,11220.4651887,11276.123916,11162.32359105,11232.92654178
10391,2020-08-04 11:30:00,11232.92654178,11233.39632088,11048.3,11124.57891437
10392,2020-08-04 12:00:00,11116.84919783,11169.44151738,11100.0,11118.7366475
10393,2020-08-04 12:30:00,11113.00965588,11159.24169999,11109.48562117,11155.02147607
10394,2020-08-04 13:00:00,11155.02147607,11159.44213053,11021.29138235,11097.707984
10395,2020-08-04 13:30:00,11099.0554042,11168.33312754,11082.95995733,11130.0
10396,2020-08-04 14:00:00,11128.911486,11160.27653167,11125.00000001,11142.07140776
10397,2020-08-04 14:30:00,11138.49889786,11207.7288,11138.49889786,11207.7288
10398,2020-08-04 15:00:00,11207.80978001,11230.86465338,11178.2515,11179.15603515
10399,2020-08-04 15:30:00,11183.04976829,11213.89763981,11177.13564827,11205.96082682
10400,2020-08-04 16:00:00,11207.17289892,11230.92946174,11160.93020001,11166.86273566
10401,2020-08-04 16:30:00,11166.86273567,11180.81688927,11137.11451393,11163.1778137
10402,2020-08-04 17:00:00,11163.17781371,11197.97989499,11156.0,11187.77355542
10403,2020-08-04 17:30:00,11191.63122815,11257.36823095,11183.90000003,11248.94525138
10404,2020-08-04 18:00:00,11248.84912347,11263.69448176,11233.34089465,11243.92623485
10405,2020-08-04 18:30:00,11246.6784081,11251.05943407,11195.54704785,11220.35789999
10406,2020-08-04 19:00:00,11215.72270906,11237.38419165,11211.68880549,11235.1371193
10407,2020-08-04 19:30:00,11235.13711931,11240.80764476,11219.83925173,11219.83925173
10408,2020-08-04 20:00:00,11221.76512275,11265.81071588,11221.76512275,11248.95839508
10409,2020-08-04 20:30:00,11248.5913017,11258.66200416,11200.48275481,11210.27483499
10410,2020-08-04 21:00:00,11210.274835,11221.50933259,11163.58588058,11217.55847501
10411,2020-08-04 21:30:00,11217.00000001,11243.36199632,11212.39091929,11232.52857791
10412,2020-08-04 22:00:00,11228.1005603,11251.42539863,11215.4281485,11236.25828232
10413,2020-08-04 22:30:00,11236.25828232,11240.10377082,11201.91928336,11230.0
10414,2020-08-04 23:00:00,11234.2,11237.79231835,11194.09075724,11199.32737622
10415,2020-08-04 23:30:00,11202.1545958,11210.0,11164.50779016,11190.41613091
10416,2020-08-05 00:00:00,11190.41613091,11218.73000278,11174.25326115,11175.3940992
10417,2020-08-05 00:30:00,11175.39409919,11182.61530816,11148.04332846,11174.62814926
10418,2020-08-05 01:00:00,11174.62814926,11174.62814926,11093.03773797,11163.52075042
10419,2020-08-05 01:30:00,11163.52075042,11184.59608796,11151.33759999,11184.0
10420,2020-08-05 02:00:00,11184.0,11190.68175853,11151.127597,11157.32526789
10421,2020-08-05 02:30:00,11157.32526789,11194.12556398,11148.6348711,11189.64880914
10422,2020-08-05 03:00:00,11189.64880914,11210.9646,11189.64880913,11198.56349104
10423,2020-08-05 03:30:00,11198.56349104,11238.14943983,11198.56349104,11234.85081303
10424,2020-08-05 04:00:00,11238.12853852,11253.1851788,11227.35571762,11229.56817513
10425,2020-08-05 04:30:00,11230.4,11257.91126284,11230.4,11248.39677349
10426,2020-08-05 05:00:00,11248.3967735,11262.99999999,11235.31697357,11235.31697357
10427,2020-08-05 05:30:00,11235.69999999,11294.0,11232.73911283,11293.99999999
10428,2020-08-05 06:00:00,11294.0,11322.07980801,11278.35187029,11292.78870886
10429,2020-08-05 06:30:00,11297.03518649,11314.59259776,11275.49504492,11276.00047092
10430,2020-08-05 07:00:00,11275.34647024,11311.98115188,11275.34647024,11300.22491242
10431,2020-08-05 07:30:00,11297.33885328,11297.90369562,11272.74680947,11276.92916824
10432,2020-08-05 08:00:00,11282.15544937,11319.17758643,11280.95044422,11288.49859996
10433,2020-08-05 08:30:00,11287.3699406,11296.51209414,11275.0,11291.18107481
10434,2020-08-05 09:00:00,11294.69050317,11365.10113257,11294.69050317,11353.0
10435,2020-08-05 09:30:00,11353.0,11395.03312845,11352.99999999,11394.4
10436,2020-08-05 10:00:00,11393.91752513,11433.46882316,11369.14887399,11378.91352315
10437,2020-08-05 10:30:00,11379.95343822,11401.29438144,11368.98993979,11394.62393567
10438,2020-08-05 11:00:00,11394.7335211,11447.99999999,11384.444,11387.33963373
10439,2020-08-05 11:30:00,11387.33963373,11435.98018856,11387.33963373,11435.471772
10440,2020-08-05 12:00:00,11435.471772,11451.02745605,11394.42612235,11394.42612235
10441,2020-08-05 12:30:00,11394.42612236,11582.5173,11390.28046965,11565.46431699
10442,2020-08-05 13:00:00,11565.30437928,11613.00940806,11541.82045611,11606.06751977
10443,2020-08-05 13:30:00,11611.26786112,11613.0094268,11559.9934494,11603.93171717
10444,2020-08-05 14:00:00,11606.13504151,11622.89790215,11501.5351,11576.51989999
10445,2020-08-05 14:30:00,11575.49349998,11634.53669993,11574.91475407,11619.3051487
10446,2020-08-05 15:00:00,11616.85266676,11688.64930027,11594.42473952,11651.54221856
10447,2020-08-05 15:30:00,11658.5642572,11680.59409555,11610.69310169,11661.71340344
10448,2020-08-05 16:00:00,11662.44454385,11708.78550302,11635.45204517,11656.97247827
10449,2020-08-05 16:30:00,11656.97247827,11666.66319064,11609.64219198,11630.53676719
10450,2020-08-05 17:00:00,11630.53676718,11671.36407571,11626.29275689,11629.03819435
10451,2020-08-05 17:30:00,11631.30436766,11670.97910307,11626.58357781,11664.69968064
10452,2020-08-05 18:00:00,11662.93124295,11678.45729386,11642.54719036,11673.64181022
10453,2020-08-05 18:30:00,11672.47391704,11680.69837561,11636.6805002,11654.93467286
10454,2020-08-05 19:00:00,11654.93467286,11677.40849999,11651.59075384,11673.63915621
10455,2020-08-05 19:30:00,11673.63915621,11679.60246914,11633.29024062,11644.45279148
10456,2020-08-05 20:00:00,11644.45279149,11678.4346235,11635.26125809,11672.54445958
10457,2020-08-05 20:30:00,11673.18054519,11674.92249203,11647.53590003,11674.92249202
10458,2020-08-05 21:00:00,11674.92249202,11760.0,11671.89996076,11754.07052808
10459,2020-08-05 21:30:00,11757.8,11775.41866709,11744.24885413,11764.95155837
10460,2020-08-05 22:00:00,11764.9515584,11769.07778189,11509.66663694,11626.50832072
10461,2020-08-05 22:30:00,11625.0,11660.89964628,11611.84520205,11617.99999999
10462,2020-08-05 23:00:00,11618.0,11684.33405203,11618.0,11680.377053
10463,2020-08-05 23:30:00,11679.79300693,11744.82129604,11670.37705302,11741.19548995
10464,2020-08-06 00:00:00,11741.19548995,11795.21380105,11646.84689507,11690.08634011
10465,2020-08-06 00:30:00,11690.38057129,11736.5236,11673.89623813,11721.49659999
10466,2020-08-06 01:00:00,11719.8116412,11719.8116412,11666.70000001,11689.41953999
10467,2020-08-06 01:30:00,11689.41953999,11689.41953999,11630.0,11670.91146716
10468,2020-08-06 02:00:00,11670.91146717,11672.06397097,11604.55919391,11655.14591708
10469,2020-08-06 02:30:00,11653.89820623,11683.85943168,11653.89820623,11682.99999999
10470,2020-08-06 03:00:00,11682.99999999,11682.99999999,11622.91704378,11634.99999999
10471,2020-08-06 03:30:00,11634.99999999,11661.32950511,11627.02329711,11648.12697505
10472,2020-08-06 04:00:00,11648.12697504,11649.67999436,11578.8152,11626.39034184
10473,2020-08-06 04:30:00,11626.39034184,11626.39034184,11564.64182109,11606.74862631
10474,2020-08-06 05:00:00,11606.74862631,11631.65894767,11596.01153913,11610.77402728
10475,2020-08-06 05:30:00,11610.77402728,11624.06326875,11576.73690339,11622.86918607
10476,2020-08-06 06:00:00,11622.86918608,11664.371266,11617.86918607,11658.50847487
10477,2020-08-06 06:30:00,11654.95118001,11678.27741469,11652.80070463,11672.47636075
10478,2020-08-06 07:00:00,11672.47636075,11672.47636075,11646.02833108,11670.99999999
10479,2020-08-06 07:30:00,11670.99999999,11671.0,11630.99814638,11631.0820294
10480,2020-08-06 08:00:00,11628.45438079,11701.67250209,11628.45438079,11697.83577076
10481,2020-08-06 08:30:00,11697.83577075,11715.632743,11682.85025643,11709.45853083
10482,2020-08-06 09:00:00,11705.04403619,11735.72773369,11697.03190027,11730.4
10483,2020-08-06 09:30:00,11730.4,11752.42994629,11717.05772595,11736.99854105
10484,2020-08-06 10:00:00,11736.99854106,11745.0,11704.6059827,11724.05258848
10485,2020-08-06 10:30:00,11716.92979116,11716.92979116,11665.573719,11671.55871715
10486,2020-08-06 11:00:00,11671.55871715,11708.31127225,11656.84000075,11707.64872683
10487,2020-08-06 11:30:00,11709.10396652,11725.10396653,11691.27140203,11693.37036225
10488,2020-08-06 12:00:00,11693.37036224,11745.93169125,11690.88682322,11741.53251127
10489,2020-08-06 12:30:00,11743.55803134,11774.445,11736.86403602,11760.73493764
10490,2020-08-06 13:00:00,11761.45092153,11777.86294563,11738.00538932,11777.86294562
10491,2020-08-06 13:30:00,11777.86294563,11866.86067551,11771.42568418,11862.20226822
10492,2020-08-06 14:00:00,11866.23578554,11873.84849889,11811.48446919,11849.40000001
10493,2020-08-06 14:30:00,11851.28518449,11870.33324451,11740.00000002,11794.91919326
10494,2020-08-06 15:00:00,11796.06725472,11852.98278258,11796.06725472,11822.84745951
10495,2020-08-06 15:30:00,11822.79169,11843.12881954,11790.86899237,11835.12943742
10496,2020-08-06 16:00:00,11837.01905811,11868.82134136,11825.45118332,11850.0
10497,2020-08-06 16:30:00,11843.28259912,11845.90382616,11802.23942852,11827.35220006
10498,2020-08-06 17:00:00,11827.35220006,11832.72876456,11780.03202875,11809.49796849
10499,2020-08-06 17:30:00,11813.41716586,11866.59799199,11810.00000001,11859.95430721
10500,2020-08-06 18:00:00,11859.96052705,11869.17313968,11818.11975174,11829.1085443
10501,2020-08-06 18:30:00,11829.10854431,11849.24746582,11802.31866752,11844.70129198
10502,2020-08-06 19:00:00,11844.701292,11896.31865304,11839.30046414,11871.85991373
10503,2020-08-06 19:30:00,11872.45359617,11897.02187499,11844.39033623,11864.32811706
10504,2020-08-06 20:00:00,11863.61144372,11883.02538389,11822.80166409,11838.1653982
10505,2020-08-06 20:30:00,11839.94133033,11853.72661646,11796.96803277,11839.04655164
10506,2020-08-06 21:00:00,11843.82929999,11871.43406798,11823.55487866,11823.55487866
10507,2020-08-06 21:30:00,11823.55487865,11827.56197366,11630.00000001,11741.69184243
10508,2020-08-06 22:00:00,11738.51106492,11779.76069999,11713.00190038,11771.87102645
10509,2020-08-06 22:30:00,11771.87102644,11787.81479999,11752.51428845,11775.97728882
10510,2020-08-06 23:00:00,11778.17960882,11778.17960883,11708.93004966,11743.66167061
10511,2020-08-06 23:30:00,11745.7689161,11784.9247668,11745.52346602,11762.87224348
10512,2020-08-07 00:00:00,11763.11058173,11814.78306604,11741.60610002,11809.80949583
10513,2020-08-07 00:30:00,11807.90958044,11819.05846033,11782.7180249,11789.62104754
10514,2020-08-07 01:00:00,11787.73187202,11842.22565452,11787.73187202,11842.22565452
10515,2020-08-07 01:30:00,11842.78569383,11857.38004724,11817.68089658,11824.03042106
10516,2020-08-07 02:00:00,11824.03042105,11896.89323485,11820.07218792,11879.56067371
10517,2020-08-07 02:30:00,11877.40056414,11906.8612,11850.65456111,11856.89056494
10518,2020-08-07 03:00:00,11858.60658214,11881.6749407,11830.27251379,11859.53372757
10519,2020-08-07 03:30:00,11862.3990306,11889.59180663,11822.7407427,11822.7407427
10520,2020-08-07 04:00:00,11825.10577207,11843.1212643,11780.93148977,11812.17680438
10521,2020-08-07 04:30:00,11803.97749335,11829.24296999,11772.96407147,11821.47924057
10522,2020-08-07 05:00:00,11814.7,11822.17230377,11759.0,11777.81161743
10523,2020-08-07 05:30:00,11781.76039192,11790.44296941,11731.9871304,11786.49941987
10524,2020-08-07 06:00:00,11784.70485604,11816.12152473,11767.72255496,11805.17242918
10525,2020-08-07 06:30:00,11809.89383612,11818.05125151,11795.85472772,11812.0531134
10526,2020-08-07 07:00:00,11804.09788728,11804.09788728,11767.63619878,11767.6361988
10527,2020-08-07 07:30:00,11767.63619879,11788.59311992,11766.4143032,11781.92510147
10528,2020-08-07 08:00:00,11781.92510146,11828.73709311,11733.0,11818.79999999
10529,2020-08-07 08:30:00,11816.89999999,11839.43999997,11816.18825637,11831.68514499
10530,2020-08-07 09:00:00,11832.14929734,11846.11542887,11817.06906358,11824.55827192
10531,2020-08-07 09:30:00,11821.31499507,11821.31499507,11790.0,11813.45623945
10532,2020-08-07 10:00:00,11810.10914314,11819.4132473,11777.0,11801.7970591
10533,2020-08-07 10:30:00,11800.61694421,11816.33283502,11756.70240001,11792.16024854
10534,2020-08-07 11:00:00,11792.16024855,11793.67167641,11746.84689507,11763.91635275
10535,2020-08-07 11:30:00,11763.91635276,11776.07010788,11689.0,11755.60560399
10536,2020-08-07 12:00:00,11756.09565364,11768.94036634,11682.339997,11710.94994742
10537,2020-08-07 12:30:00,11709.09924134,11752.98063325,11688.58456834,11752.98063324
10538,2020-08-07 13:00:00,11752.98063324,11769.87563973,11724.05890099,11746.60393369
10539,2020-08-07 13:30:00,11747.45293392,11747.75008116,11710.00420002,11733.9839061
10540,2020-08-07 14:00:00,11733.9839061,11734.27467699,11514.0,11585.17224938
10541,2020-08-07 14:30:00,11585.17224938,11643.63828369,11557.1850959,11633.65346462
10542,2020-08-07 15:00:00,11633.84208928,11661.39233914,11623.92183311,11643.00000001
10543,2020-08-07 15:30:00,11643.0,11663.25630099,11629.11939146,11640.28206753
10544,2020-08-07 16:00:00,11636.65177344,11659.99999999,11610.69310167,11614.57588673
10545,2020-08-07 16:30:00,11609.35664839,11629.39000658,11588.5795504,11595.59278344
10546,2020-08-07 17:00:00,11591.89092982,11625.2967587,11535.97587051,11569.32292178
10547,2020-08-07 17:30:00,11569.32292177,11569.32292177,11425.0,11536.68207812
10548,2020-08-07 18:00:00,11536.68207812,11537.05467381,11390.0,11430.0
10549,2020-08-07 18:30:00,11429.5603681,11495.93463291,11304.73294886,11480.16059255
10550,2020-08-07 19:00:00,11480.16059256,11525.07604232,11458.85359743,11513.61031695
10551,2020-08-07 19:30:00,11515.48758596,11515.48758597,11477.82320001,11490.24680636
10552,2020-08-07 20:00:00,11490.24680636,11583.25307352,11471.90839312,11580.9369871
10553,2020-08-07 20:30:00,11582.14158707,11586.363775,11554.41179127,11559.72527264
10554,2020-08-07 21:00:00,11559.72527262,11597.62622384,11554.06686764,11573.44935483
10555,2020-08-07 21:30:00,11573.64066687,11610.09680127,11573.62812501,11586.82678039
10556,2020-08-07 22:00:00,11594.31830628,11625.78453392,11588.19550003,11608.67426072
10557,2020-08-07 22:30:00,11606.43512491,11637.78870679,11580.0,11584.81572049
10558,2020-08-07 23:00:00,11580.67915474,11629.89015913,11580.67915474,11587.40639385
10559,2020-08-07 23:30:00,11582.77235902,11597.40178846,11554.96599267,11594.20439765
10560,2020-08-08 00:00:00,11594.20439765,11594.20439765,11525.4875,11540.07171255
10561,2020-08-08 00:30:00,11541.55101927,11620.91007658,11541.55101927,11599.0
10562,2020-08-08 01:00:00,11598.60576434,11639.6808876,11596.3248996,11622.40838476
10563,2020-08-08 01:30:00,11622.40838476,11653.93040278,11605.80309999,11633.05140174
10564,2020-08-08 02:00:00,11635.79999998,11641.6240842,11595.11437741,11609.194238
10565,2020-08-08 02:30:00,11610.35510814,11610.35510814,11587.84852036,11610.11429685
10566,2020-08-08 03:00:00,11610.11429685,11610.11429686,11566.64458974,11576.83031459
10567,2020-08-08 03:30:00,11576.83031458,11576.83031458,11529.89310002,11544.4404687
10568,2020-08-08 04:00:00,11540.99112727,11574.91476636,11533.00000001,11567.06111613
10569,2020-08-08 04:30:00,11565.47766641,11574.91476636,11534.57094702,11536.78559465
10570,2020-08-08 05:00:00,11536.78559465,11574.60699115,11517.9967,11574.60699115
10571,2020-08-08 05:30:00,11575.62122982,11611.6866131,11568.99222221,11610.18172658
