t,o,h,l,c,v
1598599800000,11394.09092859,11399.23024338,11369.62488927,11376.34728752,17.40637244
1598601600000,11376.34728754,11400.87932335,11362.31417368,11395.34033219,5.22526034
1598603400000,11395.3403322,11413.56523035,11382.22160446,11396.46890155,8.3266727
1598605200000,11398.75281607,11449.06814969,11393.14010913,11440.90000002,21.1314065
1598607000000,11440.90000002,11456.90302062,11421.1888485,11441.43441827,10.28231024
1598608800000,11446.36019079,11450.74994877,11401.219616,11409.81254741,15.35945859
1598610600000,11409.25510729,11440.0490708,11408.51018742,11437.87475383,14.94986962
1598612400000,11436.22283805,11449.66770904,11416.95194669,11429.94681178,8.15155427
1598614200000,11429.94681178,11469.99999999,11427.89471612,11467.42885613,10.48252668
1598616000000,11468.07100458,11477.0,11444.25598783,11469.33951406,9.82590303
1598617800000,11469.9174026,11469.9174026,11421.69541233,11436.6979252,6.1978586
1598619600000,11438.3959207,11450.93357857,11424.55781904,11426.26416792,16.62914735
1598621400000,11426.26416792,11453.82170711,11421.08420405,11452.67651121,9.44453384
1598623200000,11458.08101041,11462.39976907,11432.64590701,11432.64590702,6.41265991
1598625000000,11437.43437295,11451.27657175,11401.59796714,11435.03327579,19.81194691
1598626800000,11438.99999999,11491.18484909,11434.84945755,11489.48652809,21.06220405
1598628600000,11490.37102973,11532.92691168,11471.68561009,11526.57647316,32.12090033
1598630400000,11532.25555353,11535.69034297,11500.49623383,11508.48422511,25.51039206
1598632200000,11514.21149151,11526.5495822,11495.20784907,11510.60310699,13.35407734
1598634000000,11510.60310699,11518.38575121,11492.91775816,11498.22513947,21.93733472
1598635800000,11498.22513947,11510.50038472,11463.67408983,11472.64210978,13.5898936
1598637600000,11469.67354356,11505.93829336,11469.67354356,11495.3344136,7.22911479
1598639400000,11495.03424859,11496.0,11471.18758251,11481.02608122,7.37551426
1598641200000,11479.68589575,11495.21233778,11473.84077143,11489.48727293,5.20627466
1598643000000,11489.48727293,11522.02581087,11483.49354594,11500.51789952,10.09614782
1598644800000,11497.83344725,11500.94041854,11490.30744082,11492.01195536,3.65673896
1598646600000,11484.96890003,11506.40656401,11476.32806755,11494.26366203,12.14615031
1598648400000,11494.26366204,11496.037118,11469.27429324,11490.10000001,7.94958776
1598650200000,11490.10000001,11506.63109996,11467.57150003,11488.02019597,4.44589434
1598652000000,11487.65016666,11493.13814898,11460.725614,11472.87346141,7.56752294
1598653800000,11466.67460002,11479.69363092,11459.25137608,11476.37556344,9.50412866
1598655600000,11476.37556344,11520.89780949,11469.69770178,11515.17578426,26.91263394
1598657400000,11516.2999177,11533.70300769,11513.36356841,11521.49419993,11.90794592
1598659200000,11522.74793344,11539.09936922,11491.50000001,11494.0,5.620884
1598661000000,11493.00000002,11508.86113579,11474.42682363,11492.98625124,11.43994857
1598662800000,11489.0,11506.29297851,11479.14792404,11483.26842363,16.0357571
1598664600000,11483.26842362,11498.99999999,11465.96212426,11480.09505387,19.5682652
1598666400000,11480.09505387,11494.0,11466.53550333,11492.00369495,17.44425678
1598668200000,11491.46661952,11495.82731759,11475.35523869,11475.35523869,8.385342
1598670000000,11475.45523869,11482.35036742,11467.21500864,11482.35036742,14.43069703
1598671800000,11477.35036742,11510.95210464,11477.35036742,11501.00021715,2.53834872
1598673600000,11501.00021715,11501.00021715,11480.44840001,11487.59138698,10.35898944
1598675400000,11487.59138697,11506.39329904,11483.42713508,11499.20180322,8.74661594
1598677200000,11499.20180322,11507.59977161,11483.95715308,11490.16629593,15.16389816
1598679000000,11489.21017779,11509.30573581,11486.05014116,11504.57931484,11.5354458
1598680800000,11504.57931484,11524.59733745,11504.57931483,11509.72605842,9.0857993
1598682600000,11510.03701814,11519.03698143,11495.98471989,11519.03698143,13.17506928
1598684400000,11518.96316024,11524.59733745,11503.24811673,11524.59733745,10.85529512
1598686200000,11524.7,11575.00000001,11524.7,11560.95471483,26.18758093
1598688000000,11560.95471483,11567.36857261,11535.87507458,11540.0,11.36567308
1598689800000,11540.0,11544.26837083,11529.97531886,11529.97531886,10.68812287
1598691600000,11529.97531886,11535.63762411,11525.48273864,11527.00000001,4.33814845
1598693400000,11530.13378311,11552.89999999,11530.13378311,11543.07270261,3.90148052
1598695200000,11543.64987092,11546.28516888,11530.01290229,11531.6823183,10.8893869
1598697000000,11531.68231831,11531.68231831,11438.3289,11458.1971161,40.03780891
1598698800000,11456.74858551,11475.13092955,11426.0,11463.04038348,24.51734512
1598700600000,11463.96032189,11474.42629661,11449.57279953,11449.57314953,8.40488132
1598702400000,11445.14481002,11483.60362901,11436.55354476,11462.07204689,10.98995799
1598704200000,11462.07204689,11472.70901938,11444.06421676,11464.2234244,4.68601138
1598706000000,11464.22342439,11467.68800644,11456.57458296,11462.35129335,3.59155429
1598707800000,11462.35129336,11469.02656249,11437.0,11437.00000001,7.79964943
1598709600000,11437.0,11463.2451734,11437.0,11457.44496741,3.40886666
1598711400000,11457.37401423,11493.27775886,11457.37401423,11490.94153985,4.85028973
1598713200000,11490.94153985,11512.114089,11475.21348169,11501.22519301,6.06040109
1598715000000,11501.22513987,11507.780734,11484.63208032,11498.50437683,8.60677681
1598716800000,11499.6964132,11500.0,11476.81810003,11486.71962392,8.72877473
1598718600000,11486.71962392,11509.75828165,11486.71962392,11507.11462802,9.68354105
1598720400000,11507.11462803,11528.35759999,11496.2523664,11528.35759998,11.3827412
1598722200000,11528.35759999,11529.55460099,11505.37539058,11509.43827919,12.32994712
1598724000000,11509.43827919,11528.0,11509.43827918,11519.73817422,3.62830811
1598725800000,11519.73817422,11543.89479399,11519.73817422,11528.41691486,9.40096602
1598727600000,11528.41691485,11543.19208158,11524.10846457,11542.61500442,7.89382161
1598729400000,11542.61500442,11549.666,11515.69645274,11522.87070998,12.76168098
1598731200000,11522.87071,11532.20161449,11512.76739304,11532.20161449,10.16419069
1598733000000,11532.20161448,11532.20161449,11501.33470813,11512.81208213,10.12884007
1598734800000,11513.52039079,11517.68556586,11493.10000001,11512.96993408,6.73047574
1598736600000,11512.96993408,11518.0063562,11499.14043838,11508.0,6.24980754
1598738400000,11508.77728795,11514.25053436,11495.14330001,11505.49999999,6.32258197
1598740200000,11505.49999999,11505.5,11479.02810015,11479.8175864,11.87108691
1598742000000,11479.81758641,11503.5311547,11477.12205092,11501.33026673,16.12415072
1598743800000,11501.33026673,11502.58052325,11462.00000001,11468.30704006,25.11449344
1598745600000,11467.19451804,11501.57666925,11460.88109017,11485.11834845,14.16775417
1598747400000,11485.11834844,11514.04826837,11480.50000002,11506.39406698,17.97164472
1598749200000,11506.39406698,11522.05054478,11499.43952896,11520.62085168,6.14889281
1598751000000,11523.2151864,11642.29166275,11515.96873122,11622.33429855,73.65812367
1598752800000,11621.55919118,11633.04381997,11604.43907813,11630.57024811,18.17070964
1598754600000,11630.57024812,11632.12930681,11616.39880003,11622.56571761,17.96680881
1598756400000,11622.56571761,11625.02864195,11592.76690947,11593.17972538,7.39035294
1598758200000,11593.17972539,11612.85179875,11592.56206158,11610.50217536,9.27294618
1598760000000,11611.0,11620.79914322,11593.44124079,11597.55692106,11.38891563
1598761800000,11597.55692107,11599.4253211,11580.08303799,11585.49317371,6.21314212
1598763600000,11585.49317371,11592.0,11568.15909094,11577.61281592,12.53717668
1598765400000,11577.61281591,11592.0,11576.01107767,11588.41769807,8.42236672
1598767200000,11589.99999999,11607.33435088,11589.99999999,11592.33248668,9.48181459
1598769000000,11592.10013454,11592.4826404,11574.82375405,11586.44649023,5.96883196
1598770800000,11586.44649023,11598.11441214,11578.84592975,11579.00000001,5.93470917
1598772600000,11579.0,11594.94941729,11576.05501213,11592.87434795,8.03169403
1598774400000,11592.87434795,11610.0,11590.1,11590.86303556,16.19276968
1598776200000,11590.86303556,11590.86303556,11549.17800151,11561.88651884,12.94129716
1598778000000,11561.88651884,11576.16945211,11557.29698546,11573.45114976,6.23704366
1598779800000,11573.45114976,11593.48122828,11570.98519973,11584.47615193,7.13106363
1598781600000,11582.66049442,11582.66049443,11567.84874735,11567.84874736,2.83910962
1598783400000,11567.84874735,11584.44647829,11561.85051544,11563.72562764,2.82638702
1598785200000,11561.56281383,11590.501331,11557.83842865,11589.32167826,12.0203248
1598787000000,11589.32167825,11603.87498638,11586.9,11603.5288851,2.52708447
1598788800000,11602.66936718,11612.21015425,11563.98687326,11585.42912208,10.63835312
1598790600000,11585.42912207,11614.27671835,11577.72019245,11604.46385013,3.86247014
1598792400000,11601.0,11658.31319999,11593.06255707,11630.60028787,16.50285212
1598794200000,11630.60028788,11635.87525153,11607.86011526,11629.99999999,11.39163538
1598796000000,11629.99999999,11633.11062415,11601.42051137,11614.68056767,5.63681269
1598797800000,11614.68056766,11625.0646,11610.18386781,11620.53056667,6.31666113
1598799600000,11620.53056667,11632.49155481,11615.43520001,11630.7865765,14.38318884
1598801400000,11630.28933696,11654.99999999,11568.6369277,11616.02549152,19.81853336
1598803200000,11616.60631372,11641.64876928,11584.73069019,11633.59999998,19.95925426
1598805000000,11632.03021629,11684.02065143,11632.03021629,11661.13633465,26.88983213
1598806800000,11663.77164688,11668.61825044,11632.6402379,11644.43309108,15.15913017
1598808600000,11643.21444094,11667.52480011,11640.80986837,11643.53692279,7.77996741
1598810400000,11645.08622508,11652.7,11631.47043601,11631.47043602,4.54640623
1598812200000,11631.47043601,11649.41754555,11630.80991766,11649.41754554,8.78638116
1598814000000,11649.41754554,11657.08275772,11644.53858111,11644.53858111,9.60527467
1598815800000,11644.53858112,11647.92361889,11636.33903564,11640.3775342,10.90200001
1598817600000,11640.3775342,11655.94643309,11623.50000005,11627.73754691,13.08533297
1598819400000,11627.73754691,11638.60044539,11622.53436528,11634.0,5.57146923
1598821200000,11633.99999999,11640.0,11620.60354662,11633.41145643,4.50787099
1598823000000,11633.41145643,11635.99503423,11600.0,11602.48222045,5.94018055
1598824800000,11602.49062739,11636.83631183,11592.28863692,11636.0,10.35951768
1598826600000,11636.0,11664.0,11633.42991691,11656.03698578,17.91497057
1598828400000,11656.03698578,11710.0,11650.04022401,11697.77923731,10.33296962
1598830200000,11697.77923733,11714.59342243,11676.79610516,11714.59342243,20.59209487
1598832000000,11709.37999404,11720.99999999,11685.44014859,11696.00209823,11.15692671
1598833800000,11691.00253261,11718.82830649,11687.0,11696.76497833,8.36555125
1598835600000,11695.57494253,11701.89482583,11684.88105244,11701.89482583,13.77831254
1598837400000,11701.89482583,11702.47979999,11681.39003368,11687.10120131,10.61439205
1598839200000,11687.1012013,11697.25136678,11676.49188596,11690.54220144,13.19062066
1598841000000,11690.54220144,11695.19914738,11673.31632695,11676.57292247,12.95555117
1598842800000,11676.57292247,11685.09721294,11669.04750408,11682.59995725,9.52473854
1598844600000,11682.59995725,11684.99737065,11675.90256025,11679.51131873,8.96308056
1598846400000,11679.51131873,11704.41482498,11679.51131873,11684.35089484,16.57549636
1598848200000,11684.35089485,11688.07334565,11656.23371716,11664.0,14.56680142
1598850000000,11664.0,11680.80954897,11655.47449582,11670.87547568,4.75949793
1598851800000,11670.87547569,11676.12232049,11656.0,11666.70578212,8.04182993
1598853600000,11662.91751131,11665.72051516,11643.83075786,11664.29999998,3.94240616
1598855400000,11664.29999997,11676.83219999,11657.73679438,11676.16763705,8.22595059
1598857200000,11676.16763705,11676.16763706,11610.48810539,11615.3772,30.15903315
1598859000000,11613.89564079,11630.48810539,11600.0,11621.10197653,28.80241088
1598860800000,11621.10197652,11630.2185541,11574.64141973,11601.54501136,32.37491159
1598862600000,11601.54501136,11601.54501136,11575.79732933,11580.41376165,16.9581388
1598864400000,11578.29670212,11615.66995612,11572.80363585,11608.42399743,11.01695231
1598866200000,11608.42399744,11615.10340659,11600.12154179,11600.55715379,4.40760496
1598868000000,11598.42564874,11625.51894148,11581.63459013,11618.57551668,13.86495035
1598869800000,11617.9786692,11625.06956222,11607.54776067,11609.16831529,13.24905316
1598871600000,11609.16831529,11658.61608279,11609.16831529,11645.75937534,18.7543361
1598873400000,11645.75937534,11706.66419951,11644.46922589,11674.18162758,22.56463271
1598875200000,11679.41932979,11696.05690934,11665.4666953,11685.21268198,16.73892103
1598877000000,11685.21268197,11750.0,11663.47432753,11716.61200888,32.25806711
1598878800000,11716.61200888,11780.0,11716.61200887,11753.05153228,29.86205326
1598880600000,11753.70304182,11771.6,11700.0,11705.94681819,20.01895989
1598882400000,11707.61602787,11730.00847479,11678.1163486,11690.9556348,31.31973499
1598884200000,11690.9556348,11731.08831998,11690.95563478,11726.77623232,19.7766117
1598886000000,11726.4209771,11734.99999999,11703.34034651,11705.85019959,21.92132592
1598887800000,11705.42150533,11743.14819999,11697.24016491,11740.9169,28.95872339
1598889600000,11740.9169,11751.77613541,11717.74079588,11718.67217569,60.15579469
1598891400000,11719.39722122,11729.64706043,11705.88381112,11711.93381269,26.78240744
1598893200000,11711.93381268,11718.80046142,11694.64521617,11703.78846525,22.76692987
1598895000000,11704.32391769,11727.58800791,11700.77387877,11708.30792121,39.21846333
1598896800000,11708.30792121,11729.41363762,11705.28142754,11729.41352583,23.30610254
1598898600000,11729.41352582,11735.08361086,11706.95567252,11716.82624898,12.04415347
1598900400000,11716.01837387,11726.0,11708.19604707,11717.0,8.5146512
1598902200000,11717.0,11729.99999999,11710.02,11723.86318718,7.85765737
1598904000000,11723.86318717,11726.0,11648.0,11673.53204538,30.97129631
1598905800000,11671.82395405,11682.64817223,11650.00000001,11671.31188792,13.90236349
1598907600000,11671.31188791,11697.0,11660.00000002,11689.77303806,13.28231961
1598909400000,11689.99403271,11694.10483415,11611.11930392,11631.78153776,18.54639615
1598911200000,11631.78153777,11672.04466193,11616.69403227,11670.49780817,25.94677336
1598913000000,11670.72282833,11683.05640416,11650.00000001,11650.18078576,20.68851298
1598914800000,11650.80485116,11685.82569732,11650.80485115,11676.69461612,13.82861065
1598916600000,11676.70461348,11687.61669852,11650.0,11650.0,15.54602912
1598918400000,11650.0,11666.19978777,11539.73306286,11581.24182056,77.76085879
1598920200000,11582.22819578,11622.23876182,11568.10794509,11611.06486541,47.03901556
1598922000000,11608.38494532,11633.11540285,11586.05534619,11625.41446657,15.93059991
1598923800000,11625.79069376,11638.88008092,11615.48143701,11622.40500425,9.95546768
1598925600000,11628.34658569,11642.8306951,11610.01852307,11611.37498136,28.4777531
1598927400000,11611.37498137,11629.65764434,11607.92027302,11629.07617695,10.32956906
1598929200000,11629.07617696,11675.144,11615.99671684,11672.80938256,18.34830335
1598931000000,11672.80938257,11699.1553,11664.76249619,11689.0216638,13.17876018
1598932800000,11688.27516636,11715.0,11676.46233837,11696.70000001,11.27557177
1598934600000,11696.70000001,11703.91084824,11681.80465197,11692.45888448,15.06350647
1598936400000,11692.892752,11715.17699327,11687.97083566,11693.31572309,9.53937866
1598938200000,11693.31572309,11789.67958864,11693.31572309,11785.28557348,24.47681177
1598940000000,11789.0,11847.94299592,11771.6085004,11837.40802984,62.027376
1598941800000,11837.72015928,11864.6388875,11817.0,11860.0,18.40555115
1598943600000,11860.00000001,11917.58225161,11860.00000001,11868.49271559,56.67441535
1598945400000,11868.49271558,11931.72010002,11868.49271558,11918.93715454,28.12941158
1598947200000,11919.04759025,11938.81163156,11871.34499999,11903.71342483,19.41143569
1598949000000,11903.71342482,11922.90133893,11891.90032159,11911.31459567,18.77841576
1598950800000,11909.95620452,11912.4245073,11866.14360471,11885.88393995,16.37781313
1598952600000,11885.88393995,11945.0,11885.88393995,11936.981617,41.51715723
1598954400000,11936.981617,11941.89107641,11913.27402232,11922.97504632,23.72107925
1598956200000,11922.99457415,11933.64301259,11905.01276909,11917.16041826,26.20280646
1598958000000,11918.38342673,11918.38342673,11881.46670002,11890.44920174,28.44195218
1598959800000,11891.59767896,11904.76958274,11840.25478025,11866.33622601,31.91496754
1598961600000,11867.40662675,11882.331889,11844.60224014,11879.04294598,22.0167369
1598963400000,11879.04294598,11915.89775824,11877.46642246,11898.12439975,23.05817002
1598965200000,11898.12439975,11909.11100535,11863.67463671,11877.76103152,26.88284538
1598967000000,11877.76103153,11882.08743496,11854.47161752,11862.1456278,13.57426255
1598968800000,11862.14897313,11871.36539432,11801.24318371,11845.65959129,63.61586032
1598970600000,11845.65959129,11890.36552721,11831.75424934,11890.36552721,23.2682125
1598972400000,11890.96,11970.9927762,11890.36552723,11950.43163738,58.28439726
1598974200000,11950.71386613,12044.22575813,11925.87949266,12041.32984739,64.22115175
1598976000000,12041.00000001,12049.01449326,11986.20000001,11991.83312503,64.84627763
1598977800000,11994.41182987,12020.31293753,11986.79943128,11998.54898825,39.76082864
1598979600000,11998.0,12011.06686984,11951.59764769,11964.31124474,21.50721605
1598981400000,11965.60783683,11975.83711497,11951.23061052,11957.0,11.9288524
1598983200000,11957.0,12002.37241736,11952.597725,11998.82039076,30.2126595
1598985000000,11998.82039076,11998.82039077,11970.0,11980.91856592,24.75879318
1598986800000,11983.49843736,11989.28999998,11968.8439763,11974.75612343,31.42134188
1598988600000,11974.75612342,11979.09413994,11956.71446579,11957.58570453,58.12613519
1598990400000,11962.43956672,11973.117822,11941.00000001,11972.86345809,27.32410692
1598992200000,11972.86345808,12012.55873541,11965.80000021,12002.31837567,26.47451531
1598994000000,12002.31837567,12025.0,11986.94651005,11986.94651005,11.30089155
1598995800000,11991.35630064,12039.06022595,11986.04578445,12017.11212489,10.89577606
1598997600000,12017.11212489,12046.6811654,11961.92516858,11990.06915942,27.59852949
1598999400000,11996.65600069,11996.65600069,11945.41396669,11971.64917971,29.76628972
1599001200000,11971.6491797,12005.0,11964.83951463,11996.60139937,9.07029381
1599003000000,11999.13582334,12008.22187651,11844.62895665,11921.44289859,72.51828026
1599004800000,11917.53439255,11948.5581175,11899.8699763,11929.80784405,32.26897081
1599006600000,11932.0,11934.47677816,11878.07822863,11890.68113969,48.68327287
1599008400000,11898.85804566,11924.19165796,11865.3871722,11907.9682624,29.78042963
1599010200000,11906.9999621,11924.18323536,11886.76728807,11889.11267485,4.38705623
1599012000000,11888.82268527,11903.3925623,11860.38690961,11902.85250774,23.62897585
1599013800000,11901.23670925,11909.4165066,11862.06693504,11862.06693504,18.87518075
1599015600000,11859.27670961,11873.41094827,11830.12360058,11861.75656843,54.30094919
1599017400000,11860.7716393,11870.10579999,11830.0,11835.22983676,33.71535596
1599019200000,11830.00000001,11886.97583074,11830.00000001,11885.19287195,18.41584037
1599021000000,11885.19287195,11898.0,11870.16679046,11872.83937106,22.81940888
1599022800000,11876.5513926,11903.48754485,11864.67706225,11890.49418737,18.92663521
1599024600000,11890.44159021,11890.44159021,11858.62285518,11870.30658295,13.02514656
1599026400000,11868.45653524,11868.45653524,11783.39470762,11813.69330387,74.09298066
1599028200000,11811.44647568,11811.44647568,11751.0,11789.04075697,81.72865764
1599030000000,11788.71065099,11792.09590173,11751.0,11786.99608749,41.36673587
1599031800000,11786.99608749,11798.68440374,11721.00000001,11723.34468903,52.96652825
1599033600000,11721.9698678,11749.79401177,11660.63740583,11717.12650705,83.82821001
1599035400000,11717.12650705,11723.97085523,11673.77270075,11713.02362548,11.94111023
1599037200000,11712.96539384,11734.80366399,11702.50005319,11728.18775468,19.79851911
1599039000000,11728.37105989,11744.4290737,11710.18418576,11738.94162638,13.45143994
1599040800000,11738.94162638,11738.94162638,11588.0,11618.5130614,41.60394736
1599042600000,11617.55453366,11642.75066555,11523.20677427,11572.86635916,59.88456613
1599044400000,11573.50226071,11573.50226071,11167.05921728,11330.8274493,378.23294392
1599046200000,11327.2311,11418.88543528,11280.8817,11409.00564618,81.33706619
1599048000000,11409.00564617,11470.0,11382.26043723,11404.01286978,56.54670105
1599049800000,11404.01286977,11439.29085813,11401.84420344,11431.26159303,27.60720816
1599051600000,11430.00000001,11446.42769677,11414.61761301,11419.4652733,17.57107234
1599053400000,11421.99999999,11421.99999999,11313.6345,11345.29302856,39.32640113
1599055200000,11340.0,11367.60853808,11305.18147485,11360.52543983,12.19935116
1599057000000,11356.23220152,11356.23220152,11200.65729157,11233.72459151,56.8847902
1599058800000,11247.05730039,11339.85374361,11233.36270007,11319.59309776,348.50169965
1599060600000,11319.59309776,11350.0,11307.21223409,11334.13009102,99.80865716
1599062400000,11330.14349267,11355.40641846,11250.49514847,11290.55816189,34.6979704
1599064200000,11290.5581619,11304.64588139,11240.0,11304.64588139,35.36872752
1599066000000,11300.50000001,11330.21008334,11290.0,11329.45733956,19.83525071
1599067800000,11330.77648864,11359.83045136,11330.77648864,11358.4,10.75034071
1599069600000,11352.6743666,11360.58000001,11326.25124429,11356.99990001,11.55492576
1599071400000,11360.36800514,11389.6506006,11360.36800514,11389.34963291,20.44631856
1599073200000,11389.34963291,11399.00000001,11365.03571295,11390.76022964,20.49775549
1599075000000,11383.40823262,11393.42859999,11341.59752812,11391.33582034,14.89698392
1599076800000,11393.42849993,11393.42849993,11306.00278701,11313.42858731,21.13731765
1599078600000,11313.42858732,11362.74947901,11313.42858732,11361.4643,18.83046157
1599080400000,11358.99460003,11372.54263199,11339.99999998,11372.54263199,15.47547245
1599082200000,11373.14720101,11373.2823,11345.93740121,11373.2823,10.15645255
1599084000000,11374.07729406,11413.67492241,11365.92070011,11413.67492241,9.64055318
1599085800000,11413.67492241,11440.0,11406.20085687,11426.86770202,8.26523147
1599087600000,11428.6285725,11428.6285725,11402.96907502,11415.22922542,4.2164815
1599089400000,11422.09999999,11425.22880248,11378.81798686,11385.839297,2.8345237
1599091200000,11390.03830201,11419.9328168,11359.1345,11414.36194517,3.53388448
1599093000000,11416.896164,11443.00002439,11411.05070006,11411.50548994,11.76850344
1599094800000,11415.82830299,11418.74801099,11383.398226,11394.01929801,6.19724944
1599096600000,11394.01929802,11427.47744436,11392.83748616,11424.38618739,18.00771481
1599098400000,11424.95738999,11434.47532535,11403.27021301,11405.0,5.83865468
1599100200000,11408.26789,11428.93417444,11395.259412,11423.57752798,9.42424066
1599102000000,11428.64117734,11433.94798001,11372.65979921,11377.99999999,6.72816205
1599103800000,11378.67201898,11387.30621111,11333.08,11353.98999999,19.84076691
1599105600000,11356.6,11379.43110835,11326.06383644,11326.06383644,6.27146717
1599107400000,11326.0639,11343.93287438,11272.0,11282.11649648,25.61601657
1599109200000,11270.92845533,11335.21189618,11263.31960957,11321.00000001,18.47087114
1599111000000,11321.0,11321.00000001,11264.68613933,11279.81972268,18.48983025
1599112800000,11284.93628622,11316.86819999,11260.89137319,11264.96612912,19.16113404
1599114600000,11263.67363716,11310.85000001,11250.00000001,11281.81360018,12.57382248
1599116400000,11278.59000001,11332.01352765,11247.19065451,11332.01352765,17.47734294
1599118200000,11332.01352767,11419.3783,11321.83614823,11401.6762877,46.12772206
1599120000000,11403.48924354,11468.65812298,11357.29561602,11357.38428405,22.50217118
1599121800000,11357.38428405,11390.09114169,11353.71645593,11386.56000002,9.85459779
1599123600000,11387.68,11399.81232357,11344.72080001,11363.413545,14.37751259
1599125400000,11362.50613701,11383.93097566,11343.51570715,11345.45701186,12.44103168
1599127200000,11346.64673036,11352.91480084,11285.42071008,11308.06871797,10.0501693
1599129000000,11308.06871797,11309.858901,11222.98586195,11262.19487929,23.07812073
1599130800000,11260.98308589,11296.0991933,11204.26302346,11206.39248464,34.91415358
1599132600000,11214.57769999,11264.43684077,11192.0,11213.35122298,33.00466621
1599134400000,11212.0679,11250.7617,10655.00000001,10805.50937861,447.10469536
1599136200000,10797.06500001,10871.77931407,10750.0,10824.984564,240.66875291
1599138000000,10822.07389999,10857.21043536,10792.62691742,10826.05721996,37.85175605
1599139800000,10828.61380377,10922.9273884,10822.9052166,10918.68781529,25.25131212
1599141600000,10922.3814082,10922.92738842,10840.0,10865.26830377,41.8222065
1599143400000,10865.26830376,10879.11237936,10823.77700001,10851.46086196,19.19578141
1599145200000,10849.69962983,10849.69962983,10644.11158515,10706.84030001,72.53169783
1599147000000,10704.53610001,10764.87756903,10489.11045317,10659.37720692,228.75381238
1599148800000,10664.6262398,10734.92539999,10616.70928268,10675.0,48.15252608
1599150600000,10681.69235884,10696.68548444,10555.00000001,10563.49895541,55.27548669
1599152400000,10565.10902597,10762.23846898,10560.00000998,10750.0,99.8402654
1599154200000,10750.0,10764.87756903,10679.6354,10692.30520634,32.02280915
1599156000000,10689.75778272,10738.89345979,10638.0485066,10684.11823638,41.61537931
1599157800000,10684.1182364,10725.00988997,10645.64626013,10651.98381275,30.85498289
1599159600000,10651.98381277,10701.8983,10603.32906161,10697.14872417,36.92068753
1599161400000,10697.14872418,10707.40522446,10656.99153734,10686.43114754,26.57037345
1599163200000,10684.11997657,10737.15449314,10675.89941418,10725.10524496,12.28381998
1599165000000,10725.10524494,10786.82499383,10709.58605763,10770.53852695,26.13585963
1599166800000,10770.53852695,10792.88570133,10716.7396518,10730.42057353,18.62150716
1599168600000,10730.13089733,10733.83759419,10690.00000001,10727.57386298,13.60115427
1599170400000,10723.91869649,10750.18844311,10665.43967968,10690.30186162,4.76323931
1599172200000,10690.93243118,10708.18658922,10650.0,10665.80724152,9.61195322
1599174000000,10665.87028604,10670.44079999,10121.49638534,10197.96400149,144.46772083
1599175800000,10197.96400148,10265.04547148,10000.0,10156.8875,336.97673556
1599177600000,10159.6407,10322.02125045,10077.34219651,10280.79000004,90.4294303
1599179400000,10280.79000004,10355.99999999,10280.79000004,10311.12887,28.55858422
1599181200000,10308.6691,10319.45393999,10232.72405907,10237.62097448,59.00492185
1599183000000,10243.4199,10305.59359998,10236.16054333,10266.54880263,7.22291633
1599184800000,10263.16628338,10273.87747107,10164.00000002,10172.87130003,15.36370185
1599186600000,10173.33349556,10283.5444,10173.33349556,10268.12789261,11.37418327
1599188400000,10268.12789261,10291.98899999,10247.23279999,10281.38126933,10.21090351
1599190200000,10280.32424827,10290.1354905,10250.16959999,10268.60935407,4.59931508
1599192000000,10273.09133637,10332.5254,10264.197504,10275.68579996,22.19194577
1599193800000,10271.97103259,10285.88220001,10230.7106,10285.35000614,32.34780523
1599195600000,10285.88220001,10293.9963569,10257.00000001,10260.40997893,16.56447639
1599197400000,10260.40358243,10301.97071746,10231.4,10290.86720933,17.0527272
1599199200000,10288.46973338,10300.7081448,10265.2437,10285.70475563,7.37949281
1599201000000,10284.2,10287.24486217,10230.248,10230.248,15.61892808
1599202800000,10237.77022272,10276.03507709,10205.96515411,10254.57413539,15.95557068
1599204600000,10256.93049568,10335.0,10116.0,10297.3643305,72.04121425
1599206400000,10295.52239022,10429.06999999,10295.52239022,10400.852867,31.41953033
1599208200000,10400.0427,10442.50059778,10372.08110763,10424.0897956,18.97842371
1599210000000,10426.41024997,10466.0,10394.22614168,10441.91159936,15.42087577
1599211800000,10446.76153797,10529.90568367,10419.53981659,10525.95351041,22.44916839
1599213600000,10525.95351039,10525.95351039,10472.52690191,10499.71359997,28.75721254
1599215400000,10499.46727495,10526.3513,10457.07125839,10465.94499425,27.01943051
1599217200000,10468.64221748,10477.33669376,10386.46546545,10430.28404805,35.40333975
1599219000000,10432.2850519,10438.5083637,10363.51207232,10421.08099004,34.67084143
1599220800000,10421.08099004,10463.69287966,10385.8045,10385.8045,20.83896097
1599222600000,10393.87218584,10475.80634668,10383.90693538,10464.01240199,16.20221687
1599224400000,10464.01240198,10469.19541448,10398.04600477,10444.25863471,33.50036221
1599226200000,10443.6546207,10499.99999998,10375.0,10378.02976187,38.47808279
1599228000000,10377.49539243,10414.07229999,10257.14850429,10296.71920554,50.92897813
1599229800000,10296.71920552,10377.57818404,9853.54163916,10351.57332795,278.7191331
1599231600000,10353.37131616,10377.99999996,10163.45751897,10210.57439999,64.07432226
1599233400000,10205.43440001,10447.9655875,10205.43440001,10424.20077097,42.76498139
1599235200000,10417.95759998,10449.90679844,10307.69230771,10413.1511073,30.9004143
1599237000000,10413.46752521,10474.83510001,10394.3347,10437.66493892,49.22264552
1599238800000,10441.34485117,10442.42555189,10382.68687035,10401.86308305,21.26740976
