t,o,h,l,c,v
1618876800000,55626.0,55770.5,54444.0,54643.0,1279.072
1618880400000,54643.0,55164.5,54519.0,54839.0,793.525
1618884000000,54839.0,54962.5,53656.0,54221.0,1217.025
1618887600000,54221.0,54764.5,54111.0,54521.0,800.788
1618891200000,54521.0,55300.0,54412.0,55231.5,723.048
1618894800000,55231.5,55412.0,54796.0,54919.5,665.468
1618898400000,54919.5,55143.0,53567.5,53900.0,1021.232
1618902000000,53900.0,54435.0,53382.5,54398.0,1380.926
1618905600000,54398.0,55327.5,54273.0,55222.0,1252.607
1618909200000,55222.0,55430.0,54786.0,54881.5,970.982
1618912800000,54881.5,56204.0,54851.0,55919.5,1006.171
1618916400000,55919.5,56377.5,55724.0,56247.5,552.622
1618920000000,56247.5,56248.0,55650.0,55822.5,485.593
1618923600000,55822.5,56290.0,55779.5,56290.0,546.22
1618927200000,56290.0,56428.5,55268.5,55359.0,1042.091
1618930800000,55359.0,55573.0,54701.0,55361.5,964.393
1618934400000,55361.5,55808.0,55144.0,55798.0,630.992
1618938000000,55798.0,55936.0,55574.0,55904.5,586.075
1618941600000,55904.5,56396.5,55751.0,56225.0,450.511
1618945200000,56225.0,56724.0,56181.0,56578.5,552.922
1618948800000,56578.5,57000.0,56368.5,56730.0,611.623
1618952400000,56730.0,56977.0,56400.0,56977.0,426.332
1618956000000,56977.0,57005.5,56123.0,56391.0,726.889
1618959600000,56391.0,56540.5,56220.0,56411.5,370.689
1618963200000,56411.5,56712.0,55623.0,55690.0,864.2
1618966800000,55690.0,56199.0,55386.0,56078.5,779.078
1618970400000,56078.5,56234.0,55922.0,56149.0,433.548
1618974000000,56149.0,56167.0,55227.0,55245.0,669.081
1618977600000,55245.0,55568.5,55033.0,55434.0,709.15
1618981200000,55434.0,55687.0,55124.5,55450.0,482.332
1618984800000,55450.0,55837.0,55206.0,55570.5,427.668
1618988400000,55570.5,55700.0,55220.0,55313.0,560.713
1618992000000,55313.0,55669.0,54802.0,55488.5,906.266
1618995600000,55488.5,55746.5,55338.0,55594.5,514.968
1618999200000,55594.5,55594.5,54896.0,54972.0,641.157
1619002800000,54972.0,55232.0,54363.0,54642.5,1058.203
1619006400000,54642.5,55535.0,54401.0,55433.0,1344.156
1619010000000,55433.0,55666.0,55325.0,55561.5,424.462
1619013600000,55561.5,56316.0,55261.0,56146.0,864.235
1619017200000,56146.0,56296.0,55824.5,56098.0,725.142
1619020800000,56098.0,56286.0,55651.5,55780.0,643.778
1619024400000,55780.0,55830.5,55470.0,55570.0,418.601
1619028000000,55570.0,55625.0,55206.0,55358.0,374.36
1619031600000,55358.0,55757.5,55358.0,55462.5,515.88
1619035200000,55462.5,55462.5,54810.0,54970.5,595.758
1619038800000,54970.5,55180.0,54732.0,54782.5,501.989
1619042400000,54782.5,55050.0,53830.5,54060.0,1521.159
1619046000000,54060.0,54326.5,53673.5,53821.5,1026.203
1619049600000,53821.5,54186.0,53260.0,54110.5,1466.745
1619053200000,54110.5,54632.0,53951.0,53951.5,607.784
1619056800000,53951.5,53985.0,52618.5,53800.0,2599.604
1619060400000,53800.0,54177.0,53401.0,53546.5,966.142
1619064000000,53546.5,54363.0,53518.0,54290.0,682.742
1619067600000,54290.0,54628.0,54069.0,54469.0,576.752
1619071200000,54469.0,54823.0,54400.5,54472.0,541.06
1619074800000,54472.0,54580.0,54105.0,54136.0,820.313
1619078400000,54136.0,54225.0,53183.5,53739.0,1612.129
1619082000000,53739.0,54387.5,53360.0,54346.5,818.27
1619085600000,54346.5,54453.0,53915.0,53942.5,526.38
1619089200000,53942.5,55221.0,53942.0,54845.5,984.716
1619092800000,54845.5,55444.0,54756.0,55003.5,785.204
1619096400000,55003.5,55264.0,54424.0,54429.0,788.084
1619100000000,54429.0,54831.0,54418.5,54769.5,601.125
1619103600000,54769.5,54845.0,54340.5,54649.5,871.936
1619107200000,54649.5,55147.5,54503.5,54929.5,486.932
1619110800000,54929.5,55007.0,53471.5,53508.5,962.375
1619114400000,53508.5,53710.0,52761.5,53464.5,1853.138
1619118000000,53464.5,53574.5,52311.5,53004.5,1586.045
1619121600000,53004.5,53005.0,51555.0,51683.5,2039.399
1619125200000,51683.5,52097.5,50580.0,51733.5,2964.45
1619128800000,51733.5,52250.0,51383.5,51656.5,1102.515
1619132400000,51656.5,52254.0,51530.5,51785.0,683.539
1619136000000,51785.0,52159.0,51350.5,51602.0,1137.369
1619139600000,51602.0,51785.5,49700.0,51102.5,3233.557
1619143200000,51102.5,51449.0,48666.5,50013.5,4561.691
1619146800000,50013.5,50446.5,49719.5,50307.5,1327.992
1619150400000,50307.5,50581.0,49159.5,49242.0,1243.882
1619154000000,49242.0,49930.0,48463.5,49526.0,2344.987
1619157600000,49526.0,49549.0,48586.5,49057.5,2070.193
1619161200000,49057.5,49520.0,47749.0,48041.0,3109.44
1619164800000,48041.0,48832.0,47581.0,48741.5,2267.467
1619168400000,48741.5,48764.0,47900.0,48276.0,1696.328
1619172000000,48276.0,49630.5,48180.0,49415.0,1605.792
1619175600000,49415.0,50202.0,49274.5,50010.0,1100.775
1619179200000,50010.0,50240.5,49212.0,49231.5,1038.507
1619182800000,49231.5,49434.0,48539.0,49120.0,1673.796
1619186400000,49120.0,49912.5,48830.5,49676.0,1276.073
1619190000000,49676.0,49867.0,48955.0,49800.0,1535.776
1619193600000,49800.0,50050.0,49480.0,49799.5,1173.597
1619197200000,49799.5,50088.0,49528.0,49850.0,759.542
1619200800000,49850.0,50761.5,49645.5,50572.5,1012.427
1619204400000,50572.5,50880.0,50422.0,50858.5,402.195
1619208000000,50858.5,51225.5,50500.0,50539.0,992.404
1619211600000,50539.0,50952.0,50315.0,50315.5,676.625
1619215200000,50315.5,50697.0,50195.0,50446.0,598.672
1619218800000,50446.0,51100.5,50446.0,51100.5,614.66
1619222400000,51100.5,51138.0,49622.0,49902.0,2131.649
1619226000000,49902.0,50066.5,49744.0,49767.0,550.765
1619229600000,49767.0,50377.0,49373.5,50111.5,1251.951
1619233200000,50111.5,50442.5,50029.5,50133.5,657.697
1619236800000,50133.5,50597.0,49950.5,50411.5,820.462
1619240400000,50411.5,50525.0,50227.0,50468.0,560.341
1619244000000,50468.0,50516.0,50208.5,50242.0,533.683
1619247600000,50242.0,50242.5,49711.0,49861.5,1185.509
1619251200000,49861.5,50204.0,49760.0,49775.0,916.164
1619254800000,49775.0,49820.0,49500.0,49550.5,868.62
1619258400000,49550.5,49564.0,49015.5,49085.0,990.064
1619262000000,49085.0,49572.5,48742.5,49119.0,1459.481
1619265600000,49119.0,49763.5,48987.5,49550.0,1162.73
1619269200000,49550.0,49712.5,49368.0,49568.0,477.135
1619272800000,49568.0,49568.0,49137.0,49306.5,736.384
1619276400000,49306.5,50320.5,48960.0,50173.5,1530.991
1619280000000,50173.5,50256.0,49864.0,49908.5,1026.729
1619283600000,49908.5,50155.0,49674.0,50109.5,758.222
1619287200000,50109.5,50775.0,49997.5,50565.0,788.1
1619290800000,50565.0,50850.0,50561.0,50643.5,441.27
1619294400000,50643.5,50953.0,50535.5,50900.0,381.037
1619298000000,50900.0,50970.0,50657.0,50842.0,353.107
1619301600000,50842.0,50907.5,50255.0,50326.5,577.187
1619305200000,50326.5,50475.0,49937.0,50055.5,552.123
1619308800000,50055.5,50279.5,49767.5,49829.5,798.188
1619312400000,49829.5,50312.5,49829.5,50174.0,521.828
1619316000000,50174.0,50457.5,50165.5,50300.5,417.919
1619319600000,50300.5,50318.5,49645.0,49699.0,760.558
1619323200000,49699.0,49806.0,49475.0,49713.0,562.293
1619326800000,49713.0,49849.0,49669.5,49845.0,370.922
1619330400000,49845.0,49875.5,49380.0,49449.0,487.848
1619334000000,49449.0,49742.5,49156.5,49685.5,879.125
1619337600000,49685.5,50269.0,49560.0,50095.5,969.4
1619341200000,50095.5,50220.5,49270.0,49547.5,1283.339
1619344800000,49547.5,49936.0,49270.0,49411.0,1054.317
1619348400000,49411.0,49700.0,49331.0,49593.5,505.311
1619352000000,49593.5,49923.0,49500.0,49850.0,645.281
1619355600000,49850.0,50128.0,49758.0,49888.0,658.121
1619359200000,49888.0,50410.5,49732.5,50285.5,879.618
1619362800000,50285.5,50505.0,50180.0,50239.0,734.766
1619366400000,50239.0,50363.0,50070.0,50363.0,455.297
1619370000000,50363.0,50406.5,49819.5,49956.5,435.942
1619373600000,49956.5,49956.5,49537.5,49684.5,452.74
1619377200000,49684.5,49820.5,49350.0,49395.0,604.797
1619380800000,49395.0,49617.5,47909.0,48132.5,1896.706
1619384400000,48132.5,48373.5,47019.0,47586.5,2809.558
1619388000000,47586.5,48764.0,47509.0,48638.5,1868.667
1619391600000,48638.5,49130.0,48485.5,49022.5,1162.773
1619395200000,49022.5,50899.5,48723.0,50850.0,2760.451
1619398800000,50850.0,51932.0,50408.5,51882.5,2105.716
1619402400000,51882.5,52468.0,51678.0,51928.0,1570.123
1619406000000,51928.0,52389.5,51840.0,52338.0,950.831
1619409600000,52338.0,52695.5,52045.0,52268.0,1173.753
1619413200000,52268.0,52500.0,52075.5,52498.5,457.372
1619416800000,52498.5,52999.0,52398.0,52810.0,1006.287
1619420400000,52810.0,52899.0,52443.0,52786.5,726.304
1619424000000,52786.5,52884.5,52510.5,52591.0,623.792
1619427600000,52591.0,53484.0,52257.0,53375.0,1436.563
1619431200000,53375.0,53444.0,53073.0,53173.0,563.023
1619434800000,53173.0,53629.0,53173.0,53560.5,628.981
1619438400000,53560.5,53849.0,53362.0,53446.0,1228.163
1619442000000,53446.0,53840.0,53236.0,53625.5,950.207
1619445600000,53625.5,53775.0,53379.5,53500.0,709.645
1619449200000,53500.0,53676.5,53251.5,53561.5,744.432
1619452800000,53561.5,53692.0,52885.5,53300.0,1131.898
1619456400000,53300.0,54327.5,53287.0,54010.5,1562.804
1619460000000,54010.5,54249.5,53888.0,54182.5,490.125
1619463600000,54182.5,54250.5,53691.0,53999.0,535.338
1619467200000,53999.0,53999.5,53175.5,53189.0,511.522
1619470800000,53189.0,53485.5,52632.0,53339.5,1441.716
1619474400000,53339.5,54246.0,52884.0,53590.0,1195.646
1619478000000,53590.0,54038.5,53493.0,54017.0,459.098
1619481600000,54017.0,54150.0,53540.0,53636.5,847.949
1619485200000,53636.5,53800.0,53593.0,53784.5,391.406
1619488800000,53784.5,53975.5,53748.5,53794.5,332.069
1619492400000,53794.5,53803.0,53326.0,53489.5,575.412
1619496000000,53489.5,53592.5,53275.0,53477.0,521.709
1619499600000,53477.0,53920.0,53450.5,53888.0,657.228
1619503200000,53888.0,54740.0,53888.0,54666.0,1287.176
1619506800000,54666.0,54824.5,54309.0,54511.5,572.681
1619510400000,54511.5,54950.0,54395.0,54452.5,1031.325
1619514000000,54452.5,54671.5,54370.5,54488.5,575.674
1619517600000,54488.5,54744.0,54454.5,54676.5,430.566
1619521200000,54676.5,55184.0,54652.0,55060.0,864.836
1619524800000,55060.0,55180.0,54725.5,54783.5,695.49
1619528400000,54783.5,54970.0,54412.0,54694.5,929.416
1619532000000,54694.5,55000.0,54370.0,54907.0,847.966
1619535600000,54907.0,55279.0,54811.0,54959.0,629.699
1619539200000,54959.0,55025.0,54565.0,54687.0,490.09
1619542800000,54687.0,54924.5,54278.5,54851.5,597.491
1619546400000,54851.5,54960.0,54650.0,54939.0,217.637
1619550000000,54939.0,54939.5,54635.0,54736.0,218.859
1619553600000,54736.0,55139.5,54736.0,55090.0,293.622
1619557200000,55090.0,55400.0,54796.0,55234.0,504.493
1619560800000,55234.0,55284.0,54872.5,54900.0,258.69
1619564400000,54900.0,55003.5,54725.0,54993.5,272.403
1619568000000,54993.5,55400.0,54993.0,55350.0,678.151
1619571600000,55350.0,55677.0,55286.5,55477.0,942.043
1619575200000,55477.0,55590.0,55200.0,55208.0,489.177
1619578800000,55208.0,55265.0,54834.0,54836.5,764.198
1619582400000,54836.5,55010.0,54660.0,54837.0,402.566
1619586000000,54837.0,54950.5,54463.0,54618.0,749.074
1619589600000,54618.0,54650.0,53888.0,54175.0,1383.77
1619593200000,54175.0,54553.5,54103.0,54293.0,837.885
1619596800000,54293.0,54497.5,54079.0,54079.0,570.212
1619600400000,54079.0,54409.0,53972.0,54227.5,587.56
1619604000000,54227.5,54448.0,54121.5,54372.5,492.135
1619607600000,54372.5,55030.5,54372.5,54812.0,1189.675
1619611200000,54812.0,55255.0,54750.5,55155.5,576.113
1619614800000,55155.5,55156.0,54624.0,54771.5,629.384
1619618400000,54771.5,54861.0,54492.5,54496.5,409.156
1619622000000,54496.5,54570.0,54132.0,54328.0,579.59
1619625600000,54328.0,54753.0,54264.0,54679.5,636.053
1619629200000,54679.5,54932.0,54562.0,54820.0,456.472
1619632800000,54820.0,55039.0,54640.0,54899.0,497.469
1619636400000,54899.0,55421.0,54735.0,55381.5,497.88
1619640000000,55381.5,56457.0,54200.0,54341.5,2528.397
1619643600000,54341.5,54849.5,54000.0,54792.0,750.908
1619647200000,54792.0,54818.5,54327.0,54437.0,634.362
1619650800000,54437.0,54881.5,54384.5,54827.0,333.453
1619654400000,54827.0,55178.0,54670.0,54680.5,730.454
1619658000000,54680.5,54726.5,54425.0,54556.0,462.026
1619661600000,54556.0,54716.0,54340.0,54618.5,624.527
1619665200000,54618.5,54636.0,54129.0,54289.0,528.062
1619668800000,54289.0,54289.0,53570.0,53623.5,921.458
1619672400000,53623.5,54007.5,53551.0,53941.0,555.33
1619676000000,53941.0,54487.5,53934.5,54376.0,646.826
1619679600000,54376.0,54476.5,54308.5,54455.0,181.174
1619683200000,54455.0,54457.5,53919.0,54000.0,427.163
1619686800000,54000.0,54727.5,53825.0,54588.0,1092.126
1619690400000,54588.0,54665.0,54368.0,54440.5,341.439
1619694000000,54440.5,54576.0,54182.5,54354.5,624.761
1619697600000,54354.5,54540.0,54216.5,54390.5,405.619
1619701200000,54390.5,54441.0,53660.0,53697.0,1195.635
1619704800000,53697.0,53970.0,53600.0,53768.0,568.175
1619708400000,53768.0,53987.5,53400.0,53816.5,818.789
1619712000000,53816.5,53873.0,53051.0,53061.0,848.369
1619715600000,53061.0,53218.0,52800.0,52823.5,1152.859
1619719200000,52823.5,53046.5,52567.5,52949.5,835.815
1619722800000,52949.5,53058.5,52842.5,52907.5,360.557
1619726400000,52907.5,53360.0,52387.0,53008.5,1120.949
1619730000000,53008.5,53344.0,52852.0,53319.0,355.141
1619733600000,53319.0,53422.0,53100.0,53354.0,251.7
1619737200000,53354.0,53622.0,53315.0,53508.0,352.775
1619740800000,53508.0,53790.0,53050.0,53350.0,841.141
1619744400000,53350.0,53619.0,53209.5,53401.0,349.342
1619748000000,53401.0,53582.0,53366.5,53528.0,147.595
1619751600000,53528.0,53755.0,53454.5,53676.0,299.436
1619755200000,53676.0,54127.0,53676.0,54059.0,590.32
1619758800000,54059.0,54250.0,53896.5,54216.0,468.63
1619762400000,54216.0,54383.5,54134.5,54347.5,421.955
1619766000000,54347.5,54491.5,54221.0,54279.5,358.82
1619769600000,54279.5,54620.5,54099.0,54497.5,639.875
1619773200000,54497.5,54783.5,54355.5,54360.0,603.388
1619776800000,54360.0,54500.0,54145.0,54189.0,339.789
1619780400000,54189.0,54379.0,54099.5,54235.0,381.342
1619784000000,54235.0,54740.0,54232.5,54656.0,745.246
1619787600000,54656.0,55878.0,54409.5,55875.5,2103.738
1619791200000,55875.5,56270.0,55690.0,55865.0,1789.088
1619794800000,55865.0,57181.5,55865.0,57088.5,2038.268
1619798400000,57088.5,57303.0,56570.5,56718.5,1064.492
1619802000000,56718.5,56807.0,56330.0,56594.0,660.554
1619805600000,56594.0,57065.5,56591.5,56889.5,376.64
1619809200000,56889.5,57049.5,56842.0,57033.0,234.996
1619812800000,57033.0,57036.0,56450.0,56823.5,444.547
1619816400000,56823.5,57183.5,56708.5,56994.5,343.965
1619820000000,56994.5,57427.0,56919.5,57109.0,410.744
1619823600000,57109.0,57880.0,57109.0,57678.0,890.702
1619827200000,57678.0,58055.0,57411.0,57789.5,1130.16
1619830800000,57789.5,58427.0,57496.5,58390.0,1010.994
1619834400000,58390.0,58399.0,57977.0,58137.5,588.107
1619838000000,58137.5,58260.0,58086.5,58222.5,213.276
1619841600000,58222.5,58246.5,57760.5,58114.5,510.543
1619845200000,58114.5,58438.5,57973.5,58176.0,497.998
1619848800000,58176.0,58252.0,57883.0,57957.5,497.279
1619852400000,57957.5,58074.0,57650.0,57777.0,400.256
1619856000000,57777.0,57992.5,57551.0,57551.0,432.929
1619859600000,57551.0,57925.0,57250.0,57563.5,741.953
1619863200000,57563.5,57700.0,57417.0,57431.5,367.985
1619866800000,57431.5,57850.0,57431.0,57836.5,456.979
1619870400000,57836.5,58077.5,57730.0,57792.0,584.869
1619874000000,57792.0,58022.0,57613.0,57681.5,516.567
1619877600000,57681.5,57735.0,57330.0,57475.5,830.848
1619881200000,57475.5,57566.5,57093.5,57413.0,685.992
1619884800000,57413.0,57754.5,57300.5,57556.0,461.081
1619888400000,57556.0,57811.5,57553.5,57614.0,411.219
1619892000000,57614.0,57680.0,57473.0,57650.0,166.876
1619895600000,57650.0,58034.5,57507.5,57813.5,359.563
1619899200000,57813.5,57910.5,57688.5,57711.5,178.7
1619902800000,57711.5,57731.0,57430.0,57480.5,396.803
1619906400000,57480.5,57730.0,57352.0,57707.5,252.326
1619910000000,57707.5,57968.0,57648.5,57829.5,179.638
1619913600000,57829.5,57933.5,57460.5,57500.5,337.195
1619917200000,57500.5,57530.0,57350.5,57498.5,366.671
1619920800000,57498.5,57733.0,57498.5,57713.0,178.726
1619924400000,57713.0,57720.0,56421.0,56560.0,1749.877
1619928000000,56560.0,56979.0,56281.0,56970.0,909.297
1619931600000,56970.0,57157.0,56694.5,56956.5,573.423
1619935200000,56956.5,57067.0,56735.5,56927.0,332.454
1619938800000,56927.0,57001.0,56477.0,56663.0,548.326
1619942400000,56663.0,56780.0,56225.5,56565.5,934.756
1619946000000,56565.5,56668.0,56110.0,56509.0,839.898
1619949600000,56509.0,56907.5,56464.0,56847.0,660.495
1619953200000,56847.0,57119.5,56625.5,57119.0,397.237
1619956800000,57119.0,57300.0,56745.5,56855.5,758.582
1619960400000,56855.5,56910.0,56534.0,56699.5,666.477
1619964000000,56699.5,57000.0,56699.5,56881.5,372.262
1619967600000,56881.5,56881.5,56523.0,56634.0,512.928
1619971200000,56634.0,56809.0,56377.0,56613.5,491.221
1619974800000,56613.5,56875.5,56556.5,56824.5,193.338
1619978400000,56824.5,56910.0,56751.5,56855.5,155.074
1619982000000,56855.5,56966.5,56624.0,56868.5,183.218
1619985600000,56868.5,57019.0,56733.0,57015.5,138.761
1619989200000,57015.5,57160.0,56667.0,56719.0,547.548
1619992800000,56719.0,56780.0,56277.0,56440.0,517.789
1619996400000,56440.0,56602.5,56390.0,56599.5,258.466
1620000000000,56599.5,57596.5,56570.0,57431.0,983.103
1620003600000,57431.0,58359.5,57395.0,58037.5,1251.714
1620007200000,58037.5,58249.5,57925.5,58082.5,648.331
1620010800000,58082.5,58266.0,57831.0,57965.0,361.671
1620014400000,57965.0,58052.0,57766.0,57843.5,299.93
1620018000000,57843.5,58118.5,57843.0,57982.0,341.867
1620021600000,57982.0,58048.0,57909.0,57963.5,182.116
1620025200000,57963.5,58846.0,57900.0,58800.5,1142.616
1620028800000,58800.5,58996.0,58659.5,58790.0,711.399
1620032400000,58790.0,58819.0,58336.0,58489.0,565.023
1620036000000,58489.0,58645.0,58432.0,58550.0,278.409
1620039600000,58550.0,58959.0,58550.0,58683.0,617.169
1620043200000,58683.0,58778.5,58400.0,58629.0,514.513
1620046800000,58629.0,58697.0,57400.0,57792.5,1536.445
1620050400000,57792.5,58250.0,57721.0,57853.5,854.842
1620054000000,57853.5,58084.0,57457.5,57678.5,605.86
1620057600000,57678.5,58000.0,57257.5,57769.5,783.352
1620061200000,57769.5,58190.0,57666.0,57986.0,445.276
1620064800000,57986.0,58100.0,57820.0,57833.0,199.072
1620068400000,57833.0,57833.5,57431.0,57629.0,280.31
1620072000000,57629.0,57629.0,56663.0,56825.0,1029.389
1620075600000,56825.0,57200.0,56541.0,57157.5,584.132
1620079200000,57157.5,57452.5,56805.0,57315.5,418.305
1620082800000,57315.5,57478.5,56967.5,57199.5,504.128
1620086400000,57199.5,57222.0,54600.0,55315.0,4251.453
1620090000000,55315.0,55840.0,55140.0,55710.0,1230.759
1620093600000,55710.0,56025.5,55485.0,55738.0,786.318
1620097200000,55738.0,55962.5,55312.5,55496.5,532.255
1620100800000,55496.5,55899.5,55275.0,55836.0,676.065
1620104400000,55836.0,56300.0,55813.0,56002.5,579.936
1620108000000,56002.5,56140.5,55880.0,56075.5,195.358
1620111600000,56075.5,56342.0,55897.0,55951.5,661.553
1620115200000,55951.5,56023.5,55607.0,55769.0,662.739
1620118800000,55769.0,56424.5,55769.0,56138.0,709.232
1620122400000,56138.0,56635.5,56120.5,56448.0,661.913
1620126000000,56448.0,56462.5,55949.5,56212.0,522.893
1620129600000,56212.0,56366.0,55578.5,56063.5,900.408
1620133200000,56063.5,56183.0,55357.5,55550.0,812.654
1620136800000,55550.0,55648.5,54550.0,54930.0,2324.33
1620140400000,54930.0,55049.0,53640.0,53876.5,2993.39
1620144000000,53876.5,54367.0,53262.0,53900.0,2218.382
1620147600000,53900.0,54312.0,53783.0,54160.0,889.294
1620151200000,54160.0,54750.0,54035.5,54579.0,931.954
1620154800000,54579.0,54591.0,54259.0,54574.5,444.729
1620158400000,54574.5,54850.5,53957.0,54772.0,712.665
1620162000000,54772.0,54824.0,54240.5,54368.5,362.61
1620165600000,54368.5,54446.0,53585.5,54138.0,874.407
1620169200000,54138.0,54240.0,53087.0,53252.0,864.085
1620172800000,53252.0,54911.0,52930.0,54582.0,1404.448
1620176400000,54582.0,55079.0,54582.0,54813.5,655.676
1620180000000,54813.5,55434.0,54705.0,55064.5,666.174
1620183600000,55064.5,55276.5,54783.5,54871.5,329.82
1620187200000,54871.5,55332.0,54519.5,54600.0,745.736
1620190800000,54600.0,54933.5,54347.0,54747.5,513.711
1620194400000,54747.5,54770.5,54028.5,54474.5,536.849
1620198000000,54474.5,55032.5,54362.0,54843.5,513.113
1620201600000,54843.5,55553.0,54737.0,55388.5,663.593
1620205200000,55388.5,55452.5,55091.5,55359.5,564.805
1620208800000,55359.5,55853.0,55141.0,55684.0,1026.576
1620212400000,55684.0,55696.0,55080.0,55164.5,583.284
1620216000000,55164.5,55797.5,55121.0,55607.5,719.311
1620219600000,55607.5,56207.0,55562.5,56206.5,1033.787
1620223200000,56206.5,56970.0,55656.5,56899.5,1595.709
1620226800000,56899.5,57633.5,56845.5,57514.0,1732.037
1620230400000,57514.0,57865.0,57289.0,57420.0,877.087
1620234000000,57420.0,57689.5,57263.0,57295.5,379.322
1620237600000,57295.5,57517.0,57111.0,57348.0,446.151
1620241200000,57348.0,57527.5,57148.0,57175.5,344.486
1620244800000,57175.5,57270.0,56668.5,56922.0,487.591
1620248400000,56922.0,57025.0,56777.5,56878.5,230.981
1620252000000,56878.5,57650.0,56821.0,57148.0,528.766
1620255600000,57148.0,57500.0,57030.0,57481.0,377.181
1620259200000,57481.0,57627.0,56642.0,56990.0,816.153
1620262800000,56990.0,57243.5,56666.0,56892.0,468.36
1620266400000,56892.0,57218.0,56772.0,57089.5,493.675
1620270000000,57089.5,57089.5,56740.0,56909.0,298.192
1620273600000,56909.0,57627.5,56823.5,56990.0,563.547
1620277200000,56990.0,57387.0,56852.0,57214.0,489.443
1620280800000,57214.0,57214.0,56559.0,56676.0,492.647
1620284400000,56676.0,56983.5,56458.0,56891.5,363.653
1620288000000,56891.5,57249.5,56874.5,56978.0,407.114
1620291600000,56978.0,57346.0,56868.0,57303.0,559.512
1620295200000,57303.0,58396.0,57198.5,58050.5,1319.237
1620298800000,58050.5,58184.0,57750.5,58050.0,517.52
1620302400000,58050.0,58134.0,57528.0,57710.0,437.366
1620306000000,57710.0,57769.5,57155.0,57341.0,719.079
1620309600000,57341.0,57479.0,56962.0,57273.0,538.204
1620313200000,57273.0,57437.0,56875.0,57183.5,693.398
1620316800000,57183.5,57524.5,56661.0,56805.5,750.975
1620320400000,56805.5,57134.0,56800.5,56879.5,275.348
1620324000000,56879.5,57010.0,55560.5,55828.5,2102.417
1620327600000,55828.5,56396.0,55323.5,56162.5,839.038
1620331200000,56162.5,56278.0,55720.5,55947.5,475.235
1620334800000,55947.5,56445.0,55941.0,56331.0,350.525
1620338400000,56331.0,56540.0,56231.0,56489.5,255.087
1620342000000,56489.5,56769.0,56289.0,56363.0,530.279
1620345600000,56363.0,57083.5,56049.5,56400.5,758.999
1620349200000,56400.5,56524.0,55908.0,56217.0,449.218
1620352800000,56217.0,56368.5,55533.0,55860.0,526.003
1620356400000,55860.0,56138.0,55515.0,55738.5,542.761
1620360000000,55738.5,55905.5,55311.0,55853.0,793.108
1620363600000,55853.0,56098.0,55780.0,55854.5,257.729
1620367200000,55854.5,56193.0,55706.5,56155.5,348.338
1620370800000,56155.5,56283.0,55748.0,55818.5,405.371
1620374400000,55818.5,56160.0,55631.0,56131.5,545.888
1620378000000,56131.5,56531.0,56103.0,56267.0,504.902
1620381600000,56267.0,56650.5,56267.0,56449.0,275.008
1620385200000,56449.0,56760.5,56243.0,56463.0,360.836
1620388800000,56463.0,57554.5,56250.0,57435.5,1100.585
1620392400000,57435.5,57653.0,56938.5,56990.5,747.634
1620396000000,56990.5,57200.0,56732.5,57128.0,706.637
1620399600000,57128.0,57614.5,57075.0,57507.0,613.352
1620403200000,57507.0,58348.5,57166.5,58345.0,1398.405
1620406800000,58345.0,58735.0,58033.0,58168.5,1303.224
1620410400000,58168.5,58182.5,57732.0,57959.0,600.53
1620414000000,57959.0,58046.0,57526.5,57691.0,439.751
1620417600000,57691.0,58107.0,57457.5,57681.0,342.191
1620421200000,57681.0,57681.5,57255.0,57440.0,462.214
1620424800000,57440.0,57622.5,56852.5,57085.0,579.066
1620428400000,57085.0,57436.5,57084.5,57381.0,311.295
1620432000000,57381.0,57794.0,57000.0,57754.5,657.333
1620435600000,57754.5,57830.0,57513.5,57610.0,223.52
1620439200000,57610.0,58349.0,57590.0,58300.0,341.056
1620442800000,58300.0,58439.0,58034.5,58125.0,301.699
1620446400000,58125.0,58619.0,57995.0,58104.5,648.834
1620450000000,58104.5,58104.5,57860.0,57937.0,334.621
1620453600000,57937.0,57974.0,57535.5,57841.0,416.364
1620457200000,57841.0,58534.0,57685.0,58480.0,820.222
1620460800000,58480.0,59396.0,58480.0,58899.5,1903.186
1620464400000,58899.5,59219.5,58731.5,58864.0,677.708
1620468000000,58864.0,58921.5,58390.0,58582.0,630.758
1620471600000,58582.0,58826.0,58469.0,58601.0,456.349
1620475200000,58601.0,59128.0,58263.0,58900.5,838.909
1620478800000,58900.5,59455.0,58757.0,58909.5,1092.092
1620482400000,58909.5,59104.5,58680.5,58960.5,593.407
1620486000000,58960.5,58978.5,57553.0,57650.5,1335.751
1620489600000,57650.5,58538.0,57650.5,58422.5,981.301
1620493200000,58422.5,59069.5,58225.5,58949.5,769.724
1620496800000,58949.5,59258.5,58949.5,59058.5,606.839
1620500400000,59058.5,59308.5,58922.0,59044.0,338.531
1620504000000,59044.0,59526.0,58766.5,58933.0,580.049
1620507600000,58933.0,59072.0,58674.0,58781.5,347.153
1620511200000,58781.5,59112.0,58538.0,58573.5,333.42
1620514800000,58573.5,58893.5,58531.5,58893.0,175.684
1620518400000,58893.0,59110.0,58568.5,58569.0,364.515
1620522000000,58569.0,59274.0,58414.5,59150.0,955.172
1620525600000,59150.0,59177.0,58574.0,58659.5,359.906
1620529200000,58659.5,59022.0,58500.5,58618.0,997.423
1620532800000,58618.0,58861.0,57853.0,58204.0,1313.951
1620536400000,58204.0,58566.5,58035.0,58468.0,389.83
